X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,outcome
3,363439,3021,162,141,0.2,0.2,1,17804,1,3.6,3.6,0,0,0,0,17.2,26.2,3,136,1709558,93
0,259637,294,50,35,0.2,0.2,1,7396,2,0,0,0,0,0.4,0.4,15.6,17.2,1,6342,1855490,97
1.2,93061,961,88,66,0.2,0.2,0,15958,0,2.2,2.2,0,1.6,1.2,1.2,15.37,27.54,1,203,1011728,95
0,197954,3589,225,189,0.6,0.8,11,27757,18,0,0,0,0,7.4,28.2,49.6,158.6,2.4,2065,966973,85
0,472345,4351,296,149,1,3.19,0,30765,1,0,0,0,0.2,1.4,1.4,226.55,59.48,2,583,1116706,86
2.6,47890,3005,131,96,2,1.8,73,31396,60,7.6,52,83,0.8,52.6,53,99.8,216.8,4.2,133,1016803,85
0,464006,2898,418,314,5.2,6.2,3,176648,17,0,0,0,0,0.8,0.8,349.2,399.8,4.4,2384,1645445,81
0,270726,2272,155,81,0.6,0.6,0,52765,1,0,0,0,0,0.8,0.8,49.7,73.05,1.4,644,1020297,90
0,212790,2866,424,386,7.4,2.4,1,119991,10,0,0,0,0,0,0,368.8,532.4,2.8,6457,1845248,78
19.6,438593,3350,321,288,0.8,0.6,13,637453,17,55.8,171.8,375.6,4,61.2,104,93.6,293.2,2,118,1028534,69
0,407867,5679,569,448,7.2,5,118,26012,104,0,0,0,0.2,19.6,20,362.2,621,6.6,905,1295725,64
0,156218,4093,171,102,0.2,0.2,0,37170,1,0,0,0,0,2.2,2.2,15.6,29.6,2.5,1044,1015238,89
2,173582,2820,373,332,6.8,1.8,0,20888,7,2.4,2.4,0,0.4,0.4,0.6,319.4,462.2,4.2,143,1751645,75
0,4462,4405,139,129,0.2,0.2,21,6266,14,0,0,0,0,0,0,15.6,16.8,2.6,4587,1731704,91
11.22,247854,5845,361,921,0.8,2,45,158248,54,24.65,36.87,42.08,6.61,14.83,28.26,43.49,92.18,2.8,145,1047979,83
6,181939,6101,320,204,1,1.8,14,49527,22,17,40.8,76.6,4.8,16,46.4,137.6,284.8,1.8,274,987613,77
14.4,311951,3953,356,135,0.2,0.4,0,205296,2,27.4,27.2,0,0,1,1.2,102.2,46,2.4,762,1547232,86
0,64101,697,135,80,2.4,2.8,1,34394,11,0,0,0,0,0.2,0.2,105.2,181.4,2.2,6359,1703250,91
0,6285,1339,86,68,0.2,0.2,0,13180,0,0,0,0,0,40.6,40.6,15.6,73.2,3.2,452,1719110,94
0,319257,8441,326,222,2.2,7.78,145,126880,155,0,0,0,0,26.55,37.72,200.2,280.24,5.2,1579,1330772,69
1.6,20064,1413,72,59,0.6,0.6,0,27109,1,2,2,0,0.6,1.2,1.2,35.2,55.8,1,198,1085352,94
5.2,21281,1542,183,81,1.8,1.4,2,15756,9,5.4,7.8,4.8,0.4,2.8,2.8,86.4,215.8,2,161,1065467,90
0,200790,1437,279,140,0.4,0.8,9,121184,9,0,0,0,0,27.4,27.4,28.8,86.2,4.4,2867,1604600,93
2.2,116690,2284,242,255,0.6,0.6,18,207556,21,2.8,2.6,0,1,10.8,11,42.2,93.2,3.6,356,1068194,89
15.03,30475,2522,167,111,0.8,0.4,0,141122,3,19.44,19.04,0,5.41,15.23,18.64,46.49,107.82,1,322,1128417,88
0,30237,1051,94,47,0.2,0.2,1,75384,2,0,0,0,0,0,0,18.36,17.96,1,6735,1849212,95
5.2,254286,1086,222,94,0.2,0.2,0,276011,1,11,15.2,10,0,2.4,2.4,22,38.4,127,92,8,0
4.2,531346,5440,383,282,4,4,66,95902,60,4.4,4,0,4.2,11.2,26.2,201.8,352,1.2,249,1054382,73
0,74648,534,57,80,1.8,1.8,1,36616,3,0,0,0,0,2.4,4.2,162.4,153.8,2,3738,1821658,81
0.4,25901,2219,98,93,0.4,0.6,0,32545,1,0.8,0.6,0,0,2.2,2.2,30.6,65,4.6,312,1061978,90
1.6,15271,1600,85,136,0.2,0.2,1,112122,2,1.8,1.6,0,0,4.4,5,15.6,31.6,2.5,331,1061296,94
2.6,245418,3478,338,250,3.6,2.2,8,91421,16,4.6,14,30,2.6,17,19.4,244.6,511,1.8,329,982115,75
0,8468,3367,215,174,0.4,0.4,2,23881,4,0,0,0,0,19.32,19.92,41.24,87.45,2.2,497,1015256,88
0,444,139,10,11,0.2,0.2,0,4013,0,0,0,0,0,0,0,15.63,16.83,1,7306,1867538,99
2.6,93810,4945,429,241,0.6,1.4,0,41867,1,4.2,4.2,0,0.2,6,7.6,49.8,120.4,1,173,1137552,85
0,361823,383,122,43,0.2,0.2,9,114595,9,0,0,0,0,0.4,0.4,15.6,17.8,2,1390,1745830,95
0,390970,1948,302,236,5.59,2.2,2,260428,7,0,0,0,0,3.59,6.99,255.09,371.46,2.4,3458,1815641,83
0,475421,2425,311,213,1,1,1,340088,6,0,0,0,0,6.4,8.6,68.2,104.2,4.6,897,1600730,86
0,47486,2065,171,133,1.6,1.4,2,64173,4,0,0,0,0.6,2,2.2,103.6,131.2,2.5,531,1059970,89
0,25020,3797,131,152,0.4,0.2,2,83495,3,0,0,0,0,0.2,0.2,19.2,21.6,2.2,2893,1641467,95
0,133297,484,53,27,0.4,0.4,1,20706,1,0,0,0,0,2,3.8,31,43,1,8767,1835240,97
0,46731,2327,122,129,0.6,2.4,0,204548,3,0,0,0,0,0.2,0.2,50.4,67,2,329,1522802,94
0,390646,2173,89,119,0.2,0.2,0,11791,0,0,0,0,0,47,93.6,15.4,131,3.8,718,1708427,85
0,7013,214,16,20,0.2,0.2,1,6313,1,0,0,0,0,0,0,15.6,16.8,1,7246,1863656,98
1.2,595011,2014,195,88,3.39,4.19,1,18782,9,1.2,1.2,0,8.58,3.79,3.79,270.46,384.83,1.5,237,1023778,85
3,174928,2224,268,239,4.8,2.2,2,82819,19,16.4,38.4,60.2,1,13.8,14.6,297,433,2.6,172,1522099,84
3.6,102624,5227,171,162,0.2,0.2,0,56903,1,7,10.6,7.2,0.6,3.2,4,15.2,132,4.4,132,1013872,87
0.8,13405,831,162,110,0.2,0.2,2,37243,3,1,1,0,0.4,0.8,0.8,15.6,57.2,1.5,147,1057486,95
0,219788,2389,161,122,2,2.6,21,28278,33,0,0,0,0,5.4,8.8,146.2,338,3,8577,1369232,88
0,5332,892,84,53,0.6,0.6,5,16069,7,0,0,0,0,1,1,36.87,83.37,3,951,977579,96
0,159517,1359,97,59,0.2,0.2,0,157847,1,0,0,0,0.2,1.8,3.4,24.8,19.8,3.2,451,1725314,94
0,145574,1273,81,52,1.6,1.8,91,47053,72,0,0,0,5.8,12.8,36,165.4,237.2,3,578,1063845,88
1.4,33450,3345,168,136,2,2,26,35514,30,1.4,4.99,9.98,1,6.59,9.98,127.15,210.38,2.6,181,1083288,87
0,184508,5748,321,185,2.81,3.21,0,274579,3,0,0,0,0.6,20.64,37.68,182.36,326.65,2.8,1286,985836,76
0,528958,1952,293,213,2.8,1.4,0,65882,3,0,0,0,0,1.2,1.2,137.6,250.4,1,2345,1010205,87
0,424,157,10,9,0.2,0.2,0,1668,0,0,0,0,0,0,0,15.6,16.8,1,6637,1873374,99
0,88635,1732,262,146,0.8,1,0,22567,1,0,0,0,0,7.41,12.42,62.73,84.97,1,408,1121663,89
0,619588,7183,819,707,10.78,5.79,11,328356,23,0,0,0,0,5.39,10.58,531.74,837.13,1.8,821,1012409,59
0,733109,2084,261,154,1.6,2,10,679579,12,0,0,0,0,51.3,61.28,117.56,230.94,3.8,2351,1034834,85
0,966822,3360,515,375,8,2.2,0,60723,12,0,0,0,0,4.2,7.8,381.8,562.2,3.6,3182,1769629,69
0,201547,4451,401,312,2.6,2.2,17,55361,26,0,0,0,0,11.4,14.8,146.4,314.8,4.4,770,1395122,85
0,38561,387,52,28,0.2,0.2,0,20944,1,0,0,0,0,3.8,3.8,16.6,24.4,1,8313,1863734,97
0,7239,668,51,129,0.6,0.6,0,28933,2,0,0,0,0,0,0,56.2,58,2.6,1183,1718032,94
1,2795,760,29,31,0.2,0.2,0,15330,1,1.2,1.4,1.2,0.2,0.8,0.8,13.03,54.51,1,129,1016087,96
0,6914,1089,43,31,0.2,0.2,8,18059,9,0,0,0,0,0.8,1.4,15.6,48.8,1,664,1017936,95
0,831099,1405,80,52,3,9,42,21519,32,0,0,0,0,14.2,14.6,124,262.8,1.8,748,1089336,84
0,266963,5116,612,442,12.6,8.2,8,24095,53,0,0,0,0.6,5.4,6.6,569.2,935.4,5.8,2778,1536829,63
14.4,288065,2929,387,204,2.6,2.6,2,215294,5,29.6,26.4,11,3.6,2.2,2.6,142,249.2,2,315,1130874,81
16.6,574189,4739,739,662,7,4,17,494152,41,66.8,102.6,316.8,4,7.2,23.4,331.4,552,2.7,118,1052146,70
5.6,148759,3457,204,175,0.8,1.8,13,172326,912,23.2,30.2,21.6,0.8,29.6,32.6,43.8,87,1,136,1062344,73
6.8,56452,1763,507,375,0.4,0.4,0,59961,1,12.8,16.8,15.8,0.2,8.8,15.6,37.2,36.4,3,139,1720707,88
0,44147,2102,253,184,1.4,6.8,2,96111,4,0,0,0,0,2.2,2.2,67.2,108.2,1.4,529,1091947,87
0,151855,579,57,39,2,2,1,149247,3,0,0,0,0,1.8,1.8,200.2,155.8,1.6,5528,1842536,90
3.01,218398,4625,293,168,3.21,5.61,26,62600,33,6.41,15.03,18.84,0.8,11.82,18.24,243.89,434.07,2.6,304,1025106,79
0,184912,2875,238,128,1.6,6.4,59,159603,45,0,0,0,0.4,13,14.4,167,375.8,3.2,890,1545994,86
0,60955,429,60,30,2.4,2.4,1,12806,3,0,0,0,0,3.4,4.4,230.8,188.2,1.6,8427,1837531,90
0,31286,2002,144,91,1.8,1.6,1,18379,3,0,0,0,0,0.2,0.2,106.8,158.2,3,1495,1717507,92
0,14470,192,16,36,0.2,0.2,1,26804,1,0,0,0,0,0,0,15.6,16.8,1,8360,1864653,98
0,62864,376,35,15,2.2,2.2,0,13634,2,0,0,0,0,2.4,3.59,194.41,172.46,1.2,6331,1845095,90
3.99,115928,2003,180,105,2.2,2.2,17,48771,20,6.39,6.19,0,2,2.59,4.19,124.95,327.15,3.4,343,1018272,86
0,232824,3379,354,626,0.6,2.2,3,487837,131,0,0,0,0,67,71.6,32.6,66,2.4,1051,1714381,74
1.6,92342,519,66,71,0.2,0.2,4,18279,5,1.6,1.6,0,1,0.6,0.6,15.6,24.6,147,97,3,0
0,413929,2448,477,269,5.41,5.21,2,51595,19,0,0,0,0.2,2.4,3.21,272.55,454.91,3,1418,1074081,80
1.2,123824,1234,205,115,0.4,2.2,0,135757,3,1.2,1.2,0,0,4.2,8.2,92.6,90.4,2.4,263,1536757,93
0,25262,2265,78,108,2.58,2.98,0,18305,4,0,0,0,0,0.6,0.6,133.73,187.7,2.4,1134,1709394,92
0,378984,278,57,33,0.4,0.4,32,272804,24,0,0,0,0,0,0,39.8,33.8,2.6,5643,1836221,96
0.6,623731,2122,134,91,1,1.8,1,7854,5,0.6,0.6,0,0.6,70.2,136.6,74.2,114.6,5.8,333,1341090,83
0,218722,3848,259,222,0.6,1.4,0,312753,1,0,0,0,0,6.99,7.19,50.9,247.9,1,384,1002692,82
8.18,193588,3078,433,156,7.78,7.98,2,31408,12,14.37,50.5,120.56,4.99,45.91,52.89,281.84,664.47,1.6,161,995554,69
0,24277,1721,153,120,0.8,0.8,43,27695,30,0,0,0,0.4,19.64,19.84,69.74,145.69,1.8,382,977513,90
0,83006,1197,113,133,0.6,0.6,2,85799,6,0,0,0,0,1,1,58,95.2,2.2,1044,1544781,95
0,95104,1382,178,128,0.4,0.4,4,20338,8,0,0,0,0,42.91,44.71,42.51,139.52,1.4,686,974373,91
11.8,207205,3367,190,130,2.2,4,12,137147,15,23.2,23.2,0,5.2,6,6.2,142.4,222.6,1,427,987661,84
9.2,144119,1048,241,169,0.2,0.2,3,63045,4,13.2,19.4,21.8,1.6,3,4,29.2,57.8,2,135,984496,91
0,5549,579,77,42,0.2,0.2,29,8486,19,0,0,0,0,0,0,20.2,16.8,2,1442,1716333,96
0,167712,2766,146,118,1.4,1.4,13,54865,23,0,0,0,0,4.6,5.8,81.6,218.4,2.8,8013,1385042,89
0,84266,610,94,35,3.61,3.61,1,24174,7,0,0,0,0,1.2,1.2,226.05,252.91,1,7894,1872233,89
3.2,1154894,3604,509,225,2.2,6.8,48,714912,36,13.4,29.4,66.2,1.4,4,6.2,126.2,239.6,1,152,1042494,83
0,260079,655,118,83,0.8,1.2,6,11342,10,0,0,0,0,0.4,0.6,59.6,112.8,2.8,6231,1721918,94
0,218100,1127,107,53,1.8,2.8,1,27522,3,0,0,0,0.2,25.8,26.6,98.8,211.4,1,2882,1014066,91
0,359751,4517,228,175,5,23.6,19,160929,39,0,0,0,0,8.8,11,317.2,472.4,4.6,696,1640552,71
0,44356,1876,188,110,2.8,3,0,69197,3,0,0,0,0,0,0,208.4,321.6,2.6,2633,1702410,84
9.2,441213,1304,154,104,1.2,2,54,141771,46,42.6,103.8,197.2,8.6,20.4,40.4,181,298.2,2.8,202,1068515,85
2.8,169926,2145,107,85,1.4,4.2,2,26644,13,3.6,3.6,0,0.6,13,25.2,73,191.4,5.2,352,1520968,89
0,10449,391,36,32,0.2,0.2,0,14088,0,0,0,0,0,0,0,15.57,16.77,1.2,1004,1758116,92
0,51511,4688,129,120,1.8,8.4,6,188157,13,0,0,0,0.2,1.8,1.8,142,182.4,2.4,405,1523059,83
2.2,4190,922,101,65,0.8,3.79,2,16327,3,2.2,2.2,0,0.8,1.4,1.4,51.1,128.14,1.3,211,1022715,96
0.6,417664,4252,620,576,5.36,2.38,0,287315,9,2.58,9.13,25.2,0,4.17,4.17,273.21,462.3,1.4,201,1064038,77
0,493948,1039,237,123,1.2,1.6,1,152437,3,0,0,0,0,9,17.4,96.8,116.8,1.2,3462,1741133,87
2.8,9275,2557,139,120,1,1.6,2,52926,3,3.6,3.4,0,0.4,12.2,12.8,76.2,102,2,264,1129726,90
0,25416,938,116,75,2.2,2.4,1,19318,3,0,0,0,0,0.8,0.8,121.4,173.8,2.2,1283,1713362,91
0,5448,225,14,22,0.2,0.2,0,67049,1,0,0,0,0,0,0,23.55,19.36,1,6935,1855302,97
0,441130,4460,524,419,7,1.8,1,16790,10,0,0,0,0,0.2,0.4,345,508.8,3.6,442,1744293,71
0,97418,1384,40,30,0.2,0.2,20,10952,14,0,0,0,0,0,0,22.4,17.2,1.2,8234,1863248,97
0.6,31740,3382,168,115,6.99,22.75,1,16446,8,0.6,0.6,0,0,6.79,9.38,247.31,426.15,4,329,1103171,72
3.99,277479,1687,224,163,0.2,0.2,2,103797,5,5.79,5.79,0,46.11,3.99,5.19,17.37,32.53,3,177,1062338,90
0,146392,469,53,27,2,2.2,1,15978,4,0,0,0,0,3.8,5.6,172.8,180.4,1.2,8566,1834526,90
0,11270,3082,156,125,0.2,0.2,14,26333,15,0,0,0,0,4.61,4.61,18.44,32.87,637,93,7,0
0.4,20541,1061,114,132,0.2,0.2,43,118239,30,0.4,0.4,0,0,0.6,0.8,21,23.6,2.2,255,1523914,93
0,11974,210,25,32,0.2,0.2,1,22876,2,0,0,0,0,0.4,0.8,15.6,16.8,1.2,6169,1855749,98
0,118262,842,52,30,1,1.2,3,20988,5,0,0,0,0,0.4,0.4,87.8,111.6,1.4,6699,1840197,93
0,119291,2865,177,161,1.6,5,13,193151,22,0,0,0,0,4.8,8,107,178.8,4,536,1642779,85
11.4,229265,3467,290,193,3.2,4,0,293230,6,27.6,43.8,75.6,8.4,3.6,5.6,216.8,288.8,2.8,208,1518378,82
0,233531,4312,206,152,0.4,0.4,8,66819,13,0,0,0,0,19.8,28.2,38,106,2.6,1272,1397251,88
21,204680,3206,191,118,0.4,0.4,1,103124,3,32.4,46.4,39,15.8,14.8,25,31.2,71.8,1,156,1130344,87
0,17057,2282,104,87,0.2,0.2,0,3674,0,0,0,0,0.2,5.6,6.6,15.6,25.6,2.2,797,1448872,97
0,7765,1858,84,69,0.4,0.8,41,60755,37,0,0,0,0,0,0,32,46.4,2,833,1643795,94
0,378705,3760,718,501,4,3,3,122879,15,0,0,0,0,0,0,192.2,289.6,5.6,2921,1602693,77
4,381160,3704,403,316,6,4.8,3,118895,42,5.4,5.4,0,1.8,39.6,47.6,266.6,493.6,6.8,362,1316630,77
0.6,192634,2794,239,143,2.6,3,3,23863,8,0.8,0.8,0,1.4,9.2,9.4,192.4,344,1,332,1128000,84
0,91816,266,34,18,0.2,0.2,1,3993,2,0,0,0,0,0,0,22.44,17.23,1.2,7404,1869613,97
0,75475,2236,159,149,0.8,0.6,8,100500,11,0,0,0,0.2,0.6,0.6,52.49,78.53,3,2236,1967275,94
6.2,100408,1855,183,122,0.6,1.2,3,86305,5,11.6,9.8,0,0,26.4,42,107.6,175.2,1.3,647,1037645,84
7.6,60598,1463,112,100,0.2,0.2,0,58822,0,12.8,11.2,2,1,0.2,0.2,15.4,16.8,1.2,151,1750994,94
0,6998,198,15,26,0.2,0.2,1,11084,1,0,0,0,0,0,0,15.6,16.8,1,5274,1858256,98
0,234056,331,55,54,0.2,0.2,1,232515,1,0,0,0,0,5.81,8.22,15.83,22.85,1.2,2075,1770903,90
0,29854,398,28,23,2.4,2,3,24869,7,0,0,0,0,3.41,6.61,101.8,156.91,1,2690,1775247,92
2.4,734546,6266,751,536,9.38,5.99,6,57497,34,3.19,3.19,0,0.6,39.92,44.11,502.2,930.94,2.6,414,1078189,57
0,75258,1342,153,79,0.2,0.2,1,19540,1,0,0,0,0,1,1.8,39,62.8,2.2,422,988357,93
4,569257,3294,271,172,1,2.6,0,296604,1,5.6,5.6,0,2.4,17.6,20,90.8,222.6,1.6,369,1017470,85
3.78,860758,2747,308,162,0.4,1.79,2,73164,5,8.17,11.35,16.93,0.4,5.38,6.37,34.46,56.18,6,141,1092602,87
0,16125,198,15,33,0.2,0.2,0,7366,0,0,0,0,0,1.6,2.8,15.8,16.8,1,5255,1860792,98
4.01,138204,2253,100,126,0.2,0.2,51,351378,39,4.81,4.41,0,2.81,3.01,3.41,16.43,56.51,2.4,212,1013159,88
0.2,8458,1219,155,105,0.2,0.2,0,26050,1,0.2,0.2,0,0,1.4,1.4,15.8,19.4,2,219,1067466,96
3.6,34842,3288,257,175,0.2,0.2,7,45553,8,5.4,5.4,0,0.4,20.8,20.8,27.2,87,2.6,259,968504,87
0,67724,2399,57,58,2.4,2.4,0,39491,2,0,0,0,0,0.2,0.2,91.8,153,2.4,691,1763923,92
0.4,3479,772,66,48,0.2,0.2,1,22449,1,0.6,0.6,0,0.4,0.4,0.6,16.17,48.7,1,441,1021113,95
0,103245,971,43,51,0.2,0.2,1,183485,1,0,0,0,0,0.2,0.2,15.6,17,1.4,4633,1827176,97
6.4,184724,2068,111,82,0.6,0.6,50,37429,35,8.4,7.8,0,6.4,13,13.4,51.6,116.6,2.4,219,1085546,91
0,31397,3504,140,138,0.2,0.2,59,92240,43,0,0,0,0,1.2,1.6,20.4,26.8,2.4,2601,1645296,93
2.4,179093,1557,88,106,0.2,0.2,80,82821,55,3,3,0,38.2,0.8,0.8,16.6,39.6,1,190,1064605,94
0,5970,1672,118,71,0.2,0.2,8,17463,10,0,0,0,0,0.2,0.2,71.66,19.16,2,1551,1078014,94
0,78499,4699,823,422,0.8,0.8,13,25513,17,0,0,0,0,0.2,0.2,68.2,88.4,4.2,360,1536730,84
5.41,338534,4048,401,320,4.41,2.2,2,215894,9,10.02,10.02,0,1,27.86,31.26,219.04,383.97,3,419,1011559,76
7.8,913173,3012,269,110,1.6,3.6,65,28574,47,15.6,28.2,86.4,0.4,10.2,10.6,117.8,207.6,1,151,1088790,83
10.8,366128,5673,356,250,4.4,7.6,2,176393,13,24,57.2,101.4,1.6,12.2,44.8,221.2,411.4,2,141,983581,77
0,218260,3180,235,166,0.6,0.6,0,101942,0,0,0,0,0.6,2,2,112.2,73.2,2.6,1730,1413717,91
1,106415,1896,121,107,0.2,0.2,1,47198,2,1,1,0,0.8,2.2,3.2,24.4,67.6,2,259,1016510,94
0,92514,406,43,30,2,2,1,42969,3,0,0,0,0,2.4,4.41,188.58,163.53,1.4,11490,1885199,90
0,59099,3351,162,122,6.21,17.84,5,39632,12,0,0,0,0,16.63,17.43,230.86,428.26,1.5,527,1105538,75
2,12246,1518,66,70,0.2,0.2,0,27009,1,2.61,2.2,0,0,3.01,4.21,13.03,125.25,1,233,1016173,94
0,93613,1028,49,48,0.2,0.2,1,102306,1,0,0,0,0,0,0,15.8,16.8,1.2,8439,1837168,93
0,416,132,6,9,0.2,0.2,0,4514,0,0,0,0,0,0,0,15.6,16.8,1,7739,1880280,99
0,433,139,11,16,0.2,0.2,0,12587,1,0,0,0,0,0,0,15.57,17.17,1,8475,1862328,98
5.39,74395,2046,142,111,0.4,0.4,0,45172,1,9.78,11.58,8.18,2,1.4,1.4,35.93,108.58,1.5,337,1010007,90
0,8169,1363,202,149,1.2,1,0,26982,5,0,0,0,0,0.8,0.8,78.2,90.2,2,538,978795,92
0.2,148481,2931,630,374,1,1.4,2,222789,5,0.2,0.2,0,3.61,2,8.62,106.61,220.44,3.2,338,1029645,84
4.4,194798,3750,280,226,1.2,4,2,362338,9,8.4,11.8,21.4,3.8,7,26.2,83.6,188.6,2.8,402,984866,79
4.6,23200,1613,154,112,0.4,1.8,12,23589,15,5.8,15,26.4,2,5.4,8,34.4,61,1.6,149,972920,92
0,5303,1913,104,108,0.2,0.2,1,37591,1,0,0,0,0.4,0.2,0.2,15.63,19.64,2,1069,1057396,96
0.4,276080,2514,120,99,0.8,1.2,0,32472,1,0.6,0.6,0,2.8,0.2,0.2,23.8,36.2,1.6,205,1749656,94
0,51527,2734,153,105,1,1,0,50891,1,0,0,0,0,1,1.2,57.88,72.85,4,754,1060145,92
0,186850,286,109,39,0.2,0.2,13,188310,13,0,0,0,0,0.2,0.2,15.6,16.8,2.2,5734,1834528,97
2.59,204642,3717,203,191,0.6,0.8,7,234240,9,11.38,46.51,79.64,1.2,3.79,5.59,67.07,221.56,2.3,127,1008517,87
0.6,215542,3411,268,194,2.6,3,1,105150,11,0.6,0.6,0,2.4,4.6,6.6,140.2,323.6,1,256,1069616,84
17.6,9034,3011,128,157,0.2,0.2,4,316545,5,20.6,20.6,0,15.8,0.2,0.2,15.4,35,2.2,276,1392184,93
0.6,256042,3540,490,233,6.21,10.02,11,29123,27,0.6,0.6,0,3.21,22.04,48.7,377.15,737.07,1,564,1103211,66
0,51150,2277,100,111,0.6,3.6,0,49643,5,0,0,0,0,3.2,4.2,56.8,62.4,2,617,1085829,92
0,228636,7036,363,221,1.8,2.4,3,92387,7,0,0,0,0,17.6,19.4,157.2,308,3.4,1518,1389834,81
2.8,254820,5163,410,292,7.2,17.4,49,153663,94,6.2,6,0,1.8,16,20.2,319.8,584.4,1,541,1101859,62
0,18849,478,79,65,0.8,0.8,55,12080,39,0,0,0,0,1.6,1.6,66.47,64.67,2.6,807,1750812,88
0,241103,3718,162,98,2.8,7.4,27,140723,38,0,0,0,1.2,8.2,13.4,171,413.4,5.6,776,1321907,76
0,473,151,7,9,0.2,0.2,0,4910,0,0,0,0,0,0,0,15.6,16.8,1,9016,1873488,99
0,17502,3150,97,89,0.2,0.2,0,68238,1,0,0,0,0,1.2,1.2,14.8,18,2.2,2484,1644968,95
0,82644,1073,141,132,2.99,1,0,19928,3,0,0,0,0,0,0,150.3,230.34,2,8317,1860658,92
0.2,142503,4209,231,178,0.4,0.6,0,229720,0,0.2,9.4,18.6,0,0,0,33.2,59,2.4,152,1386010,90
0,367275,4041,424,285,6.6,7.6,26,193169,33,0,0,0,0,27.8,46.4,319.8,604.6,2.2,2954,1030811,71
0,191672,3256,186,94,3.8,4.6,7,93934,11,0,0,0,0,16.2,16.2,243.6,383,5.4,2532,1601099,82
0,49351,1665,83,117,1,1,2,102448,6,0,0,0,0,0.6,0.6,67.2,98.2,3.6,812,1523256,94
0,274036,4800,455,259,0.2,0.2,37,237469,39,0,0,0,0,8.2,13.2,14.6,45.4,3.2,3627,1332514,90
10.38,37206,4607,209,193,7.39,6.59,70,133384,54,23.35,56.29,97.6,1,14.17,18.36,273.85,528.54,3,155,987796,71
4.8,373543,2328,191,114,12.2,34.8,0,45577,45,28.4,52.4,91,1.4,49.2,51.6,400.8,856,3.4,147,1092866,65
0,188084,1111,157,164,0.6,0.8,18,634890,21,0,0,0,1.2,1.2,4.2,55.4,129.4,1083,88,11,0
4.19,347537,2728,242,216,8.78,17.96,1,75449,10,34.53,51.5,165.27,0.6,30.74,56.29,333.13,581.24,1,153,1100479,71
0,147106,1758,213,114,2,2.8,1,38579,5,0,0,0,0.2,9,18.4,77.2,155.4,1,1700,1096987,87
3.19,483872,1828,191,99,3.19,3.39,21,23459,38,4.99,9.78,21.76,3.79,8.98,41.52,179.84,350.1,1,298,973443,86
2.8,71533,2726,202,178,1.8,5.2,2,397123,10,14.8,70.6,110.4,1.6,51,51.4,170.8,268.2,5.8,136,1313141,83
0,18554,1563,91,74,0.2,0.2,1,16897,1,0,0,0,0,2,3,15.6,20,4.2,1402,1075176,93
0,248055,1659,299,253,3.6,1.4,1,126071,5,0,0,0,0,0.8,1.2,184.4,257.4,2.6,6692,1839965,85
1.2,68904,4561,204,127,0.2,0.2,7,64251,8,1.8,1.6,0,0.2,8.78,10.98,21.36,69.66,2.5,574,1004773,86
2.19,63542,2592,106,73,2.58,11.73,4,17476,16,2.78,2.39,0,1.19,3.18,3.78,239.36,205.57,4.8,267,1536720,90
0,387104,2366,160,110,0.6,1.8,7,88446,12,0,0,0,0,13.2,22.4,34.8,73.2,4.6,10137,1373203,87
0,23080,2884,331,406,0.4,0.4,71,60545,48,0,0,0,0.2,0,0,40.8,46.6,3.2,1672,1699862,88
0,37605,405,43,34,0.2,0.2,0,9043,1,0,0,0,0,0.2,0.4,15.77,17.17,1.2,949,1739202,98
0,94104,2382,173,193,0.8,1.8,1,97560,5,0,0,0,0,1.2,1.2,44.89,154.31,1,1102,1101961,88
0,1239896,7402,1453,1388,4.59,1.4,2,1176112,12,0,0,0,0.2,7.58,8.38,238.52,476.25,1.5,808,1057677,69
0,237185,4970,402,317,1.8,0.6,0,128888,2,0,0,0,0,11,12.4,86,154.4,4.2,1409,1044597,85
5.41,79232,4590,91,120,0.2,0.2,33,53278,23,9.82,17.03,26.65,0.2,1.4,2.2,14.43,48.1,1,119,1016200,92
0,11959,1939,108,92,0.2,0.2,0,114457,0,0,0,0,0,0,0,17.6,17,3.2,545,1643384,93
5,668115,2142,321,196,1.4,1.4,3,48198,4,16.4,20.4,42.2,1.6,3.6,4.4,98.8,171.6,1.5,346,1128446,84
0,967478,5654,1130,1089,5.2,4,1,900948,18,0,0,0,0.6,4.2,5.8,287.8,429,1.7,740,1055050,72
0,90976,3749,281,194,1.4,1.2,120,15722,95,0,0,0,0.4,11,11,68.8,225.6,6.4,1428,1307952,86
0,179630,2831,417,336,4.8,3.4,0,72118,8,0,0,0,0,2,2.4,242.6,395.4,1,946,1064123,83
0,69693,2544,135,126,1.2,2.4,1,23159,7,0,0,0,0,2.6,2.8,87,143,4,2892,1375262,91
0,1129725,4603,973,646,4.59,9.38,10,1009913,14,0,0,0,211.58,3.99,4.39,173.85,513.97,2.2,3782,1037549,73
0,8853,1228,136,81,0.2,0.2,11,18761,12,0,0,0,0,0.6,0.6,21.64,20.44,1,1076,1085108,96
0,193753,2259,155,121,0.4,0.6,26,144893,36,0,0,0,0,3.2,6.2,37.6,63.6,2.4,1817,1640472,94
11.8,807509,1838,346,302,0.8,0.6,17,796102,22,34,188.6,287,1.2,58,114.4,60.4,99.2,116,77,23,0
0,781,253,37,31,0.2,0.2,0,8619,1,0,0,0,0,0,0,15.6,16.8,2,6167,1723842,98
